review_id,order_id,customer_id,restaurant_id,review_rating,review_text,sentiment,review_length,review_text_lower,review_text_no_punctuation,tokens,tokens_no_stopwords,lemmatized_tokens,clean_text
REV_003861,ORD_007477,CUST_00284,REST_0147,4,The portion size was good. The delivery was faster than expected.,Positive,65,the portion size was good. the delivery was faster than expected.,the portion size was good the delivery was faster than expected,"['the', 'portion', 'size', 'was', 'good', 'the', 'delivery', 'was', 'faster', 'than', 'expected']","['portion', 'size', 'good', 'delivery', 'faster', 'expected']","['portion', 'size', 'good', 'delivery', 'faster', 'expected']",portion size good delivery faster expected
REV_003862,ORD_006688,CUST_00678,REST_0026,4,The portion size was good. Everything arrived in good condition.,Positive,64,the portion size was good. everything arrived in good condition.,the portion size was good everything arrived in good condition,"['the', 'portion', 'size', 'was', 'good', 'everything', 'arrived', 'in', 'good', 'condition']","['portion', 'size', 'good', 'everything', 'arrived', 'good', 'condition']","['portion', 'size', 'good', 'everything', 'arrived', 'good', 'condition']",portion size good everything arrived good condition
REV_003863,ORD_009350,CUST_00679,REST_0048,5,Very satisfied with the order. Everything tasted fresh. Everything arrived in good condition.,Positive,93,very satisfied with the order. everything tasted fresh. everything arrived in good condition.,very satisfied with the order everything tasted fresh everything arrived in good condition,"['very', 'satisfied', 'with', 'the', 'order', 'everything', 'tasted', 'fresh', 'everything', 'arrived', 'in', 'good', 'condition']","['satisfied', 'order', 'everything', 'tasted', 'fresh', 'everything', 'arrived', 'good', 'condition']","['satisfied', 'order', 'everything', 'tasted', 'fresh', 'everything', 'arrived', 'good', 'condition']",satisfied order everything tasted fresh everything arrived good condition
REV_003864,ORD_006459,CUST_01294,REST_0130,4,Really enjoyed the meal. The food arrived hot and fresh. The order arrived without any issues.,Positive,94,really enjoyed the meal. the food arrived hot and fresh. the order arrived without any issues.,really enjoyed the meal the food arrived hot and fresh the order arrived without any issues,"['really', 'enjoyed', 'the', 'meal', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['really', 'enjoyed', 'meal', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'without', 'issues']","['really', 'enjoyed', 'meal', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'without', 'issue']",really enjoyed meal food arrived hot fresh order arrived without issue
REV_003865,ORD_002989,CUST_00299,REST_0038,5,Everything tasted fresh. Everything was packed properly.,Positive,56,everything tasted fresh. everything was packed properly.,everything tasted fresh everything was packed properly,"['everything', 'tasted', 'fresh', 'everything', 'was', 'packed', 'properly']","['everything', 'tasted', 'fresh', 'everything', 'packed', 'properly']","['everything', 'tasted', 'fresh', 'everything', 'packed', 'properly']",everything tasted fresh everything packed properly
REV_003866,ORD_008643,CUST_00458,REST_0131,4,Loved the overall experience.,Positive,29,loved the overall experience.,loved the overall experience,"['loved', 'the', 'overall', 'experience']","['loved', 'overall', 'experience']","['loved', 'overall', 'experience']",loved overall experience
REV_003867,ORD_005515,CUST_01234,REST_0139,5,Really good experience. The meal was flavorful and satisfying. The delivery was smooth.,Positive,87,really good experience. the meal was flavorful and satisfying. the delivery was smooth.,really good experience the meal was flavorful and satisfying the delivery was smooth,"['really', 'good', 'experience', 'the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'the', 'delivery', 'was', 'smooth']","['really', 'good', 'experience', 'meal', 'flavorful', 'satisfying', 'delivery', 'smooth']","['really', 'good', 'experience', 'meal', 'flavorful', 'satisfying', 'delivery', 'smooth']",really good experience meal flavorful satisfying delivery smooth
REV_003868,ORD_009277,CUST_00939,REST_0006,5,The food was prepared really well. Everything arrived in good condition.,Positive,72,the food was prepared really well. everything arrived in good condition.,the food was prepared really well everything arrived in good condition,"['the', 'food', 'was', 'prepared', 'really', 'well', 'everything', 'arrived', 'in', 'good', 'condition']","['food', 'prepared', 'really', 'well', 'everything', 'arrived', 'good', 'condition']","['food', 'prepared', 'really', 'well', 'everything', 'arrived', 'good', 'condition']",food prepared really well everything arrived good condition
REV_003869,ORD_002650,CUST_00997,REST_0035,4,Really good experience.,Positive,23,really good experience.,really good experience,"['really', 'good', 'experience']","['really', 'good', 'experience']","['really', 'good', 'experience']",really good experience
REV_003870,ORD_005751,CUST_00853,REST_0112,5,Very satisfied with the order. The meal was flavorful and satisfying. The order arrived on time.,Positive,96,very satisfied with the order. the meal was flavorful and satisfying. the order arrived on time.,very satisfied with the order the meal was flavorful and satisfying the order arrived on time,"['very', 'satisfied', 'with', 'the', 'order', 'the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'the', 'order', 'arrived', 'on', 'time']","['satisfied', 'order', 'meal', 'flavorful', 'satisfying', 'order', 'arrived', 'time']","['satisfied', 'order', 'meal', 'flavorful', 'satisfying', 'order', 'arrived', 'time']",satisfied order meal flavorful satisfying order arrived time
REV_003871,ORD_005572,CUST_00814,REST_0165,5,The food was prepared really well. The packaging was good.,Positive,58,the food was prepared really well. the packaging was good.,the food was prepared really well the packaging was good,"['the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'packaging', 'was', 'good']","['food', 'prepared', 'really', 'well', 'packaging', 'good']","['food', 'prepared', 'really', 'well', 'packaging', 'good']",food prepared really well packaging good
REV_003872,ORD_000598,CUST_01426,REST_0033,4,Very satisfied with the order. The food was prepared really well. The order arrived on time.,Positive,92,very satisfied with the order. the food was prepared really well. the order arrived on time.,very satisfied with the order the food was prepared really well the order arrived on time,"['very', 'satisfied', 'with', 'the', 'order', 'the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'order', 'arrived', 'on', 'time']","['satisfied', 'order', 'food', 'prepared', 'really', 'well', 'order', 'arrived', 'time']","['satisfied', 'order', 'food', 'prepared', 'really', 'well', 'order', 'arrived', 'time']",satisfied order food prepared really well order arrived time
REV_003873,ORD_005674,CUST_01353,REST_0118,4,The food quality was excellent. The packaging kept the food fresh.,Positive,66,the food quality was excellent. the packaging kept the food fresh.,the food quality was excellent the packaging kept the food fresh,"['the', 'food', 'quality', 'was', 'excellent', 'the', 'packaging', 'kept', 'the', 'food', 'fresh']","['food', 'quality', 'excellent', 'packaging', 'kept', 'food', 'fresh']","['food', 'quality', 'excellent', 'packaging', 'kept', 'food', 'fresh']",food quality excellent packaging kept food fresh
REV_003874,ORD_007565,CUST_01368,REST_0167,4,Everything tasted fresh. The driver delivered the order quickly.,Positive,64,everything tasted fresh. the driver delivered the order quickly.,everything tasted fresh the driver delivered the order quickly,"['everything', 'tasted', 'fresh', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['everything', 'tasted', 'fresh', 'driver', 'delivered', 'order', 'quickly']","['everything', 'tasted', 'fresh', 'driver', 'delivered', 'order', 'quickly']",everything tasted fresh driver delivered order quickly
REV_003875,ORD_007790,CUST_00675,REST_0193,4,The meal was excellent. The food was prepared really well. The delivery was smooth.,Positive,83,the meal was excellent. the food was prepared really well. the delivery was smooth.,the meal was excellent the food was prepared really well the delivery was smooth,"['the', 'meal', 'was', 'excellent', 'the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'delivery', 'was', 'smooth']","['meal', 'excellent', 'food', 'prepared', 'really', 'well', 'delivery', 'smooth']","['meal', 'excellent', 'food', 'prepared', 'really', 'well', 'delivery', 'smooth']",meal excellent food prepared really well delivery smooth
REV_003876,ORD_001754,CUST_00119,REST_0087,5,The food was prepared really well. The packaging was good.,Positive,58,the food was prepared really well. the packaging was good.,the food was prepared really well the packaging was good,"['the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'packaging', 'was', 'good']","['food', 'prepared', 'really', 'well', 'packaging', 'good']","['food', 'prepared', 'really', 'well', 'packaging', 'good']",food prepared really well packaging good
REV_003877,ORD_008602,CUST_01023,REST_0054,5,The meal was excellent. Everything tasted fresh. The order arrived on time.,Positive,75,the meal was excellent. everything tasted fresh. the order arrived on time.,the meal was excellent everything tasted fresh the order arrived on time,"['the', 'meal', 'was', 'excellent', 'everything', 'tasted', 'fresh', 'the', 'order', 'arrived', 'on', 'time']","['meal', 'excellent', 'everything', 'tasted', 'fresh', 'order', 'arrived', 'time']","['meal', 'excellent', 'everything', 'tasted', 'fresh', 'order', 'arrived', 'time']",meal excellent everything tasted fresh order arrived time
REV_003878,ORD_006333,CUST_01248,REST_0079,4,Really enjoyed the meal.,Positive,24,really enjoyed the meal.,really enjoyed the meal,"['really', 'enjoyed', 'the', 'meal']","['really', 'enjoyed', 'meal']","['really', 'enjoyed', 'meal']",really enjoyed meal
REV_003879,ORD_009176,CUST_00055,REST_0013,5,Very happy with the order.,Positive,26,very happy with the order.,very happy with the order,"['very', 'happy', 'with', 'the', 'order']","['happy', 'order']","['happy', 'order']",happy order
REV_003880,ORD_005263,CUST_00587,REST_0188,4,The food was fresh and tasty. Everything was packed properly.,Positive,61,the food was fresh and tasty. everything was packed properly.,the food was fresh and tasty everything was packed properly,"['the', 'food', 'was', 'fresh', 'and', 'tasty', 'everything', 'was', 'packed', 'properly']","['food', 'fresh', 'tasty', 'everything', 'packed', 'properly']","['food', 'fresh', 'tasty', 'everything', 'packed', 'properly']",food fresh tasty everything packed properly
REV_003881,ORD_000732,CUST_00873,REST_0043,3,The taste was decent. The delivery experience was average.,Neutral,58,the taste was decent. the delivery experience was average.,the taste was decent the delivery experience was average,"['the', 'taste', 'was', 'decent', 'the', 'delivery', 'experience', 'was', 'average']","['taste', 'decent', 'delivery', 'experience', 'average']","['taste', 'decent', 'delivery', 'experience', 'average']",taste decent delivery experience average
REV_003882,ORD_008160,CUST_00562,REST_0111,4,Great food and service. The meal was flavorful and satisfying. The order arrived on time.,Positive,89,great food and service. the meal was flavorful and satisfying. the order arrived on time.,great food and service the meal was flavorful and satisfying the order arrived on time,"['great', 'food', 'and', 'service', 'the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'the', 'order', 'arrived', 'on', 'time']","['great', 'food', 'service', 'meal', 'flavorful', 'satisfying', 'order', 'arrived', 'time']","['great', 'food', 'service', 'meal', 'flavorful', 'satisfying', 'order', 'arrived', 'time']",great food service meal flavorful satisfying order arrived time
REV_003883,ORD_008820,CUST_00011,REST_0183,4,Everything tasted great. The order arrived on time.,Positive,51,everything tasted great. the order arrived on time.,everything tasted great the order arrived on time,"['everything', 'tasted', 'great', 'the', 'order', 'arrived', 'on', 'time']","['everything', 'tasted', 'great', 'order', 'arrived', 'time']","['everything', 'tasted', 'great', 'order', 'arrived', 'time']",everything tasted great order arrived time
REV_003884,ORD_002178,CUST_00428,REST_0127,4,The meal was flavorful and satisfying. The driver delivered the order quickly.,Positive,78,the meal was flavorful and satisfying. the driver delivered the order quickly.,the meal was flavorful and satisfying the driver delivered the order quickly,"['the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['meal', 'flavorful', 'satisfying', 'driver', 'delivered', 'order', 'quickly']","['meal', 'flavorful', 'satisfying', 'driver', 'delivered', 'order', 'quickly']",meal flavorful satisfying driver delivered order quickly
REV_003885,ORD_005728,CUST_00477,REST_0150,4,The food was prepared really well. The delivery was faster than expected.,Positive,73,the food was prepared really well. the delivery was faster than expected.,the food was prepared really well the delivery was faster than expected,"['the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'delivery', 'was', 'faster', 'than', 'expected']","['food', 'prepared', 'really', 'well', 'delivery', 'faster', 'expected']","['food', 'prepared', 'really', 'well', 'delivery', 'faster', 'expected']",food prepared really well delivery faster expected
REV_003886,ORD_004146,CUST_00305,REST_0164,4,Loved the overall experience. The food arrived hot and fresh. The order arrived on time.,Positive,88,loved the overall experience. the food arrived hot and fresh. the order arrived on time.,loved the overall experience the food arrived hot and fresh the order arrived on time,"['loved', 'the', 'overall', 'experience', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'order', 'arrived', 'on', 'time']","['loved', 'overall', 'experience', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'time']","['loved', 'overall', 'experience', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'time']",loved overall experience food arrived hot fresh order arrived time
REV_003887,ORD_005477,CUST_01337,REST_0120,4,The portion size was good. The delivery was smooth.,Positive,51,the portion size was good. the delivery was smooth.,the portion size was good the delivery was smooth,"['the', 'portion', 'size', 'was', 'good', 'the', 'delivery', 'was', 'smooth']","['portion', 'size', 'good', 'delivery', 'smooth']","['portion', 'size', 'good', 'delivery', 'smooth']",portion size good delivery smooth
REV_003888,ORD_005820,CUST_00018,REST_0100,3,The portion size was reasonable. The order arrived around the expected time.,Neutral,76,the portion size was reasonable. the order arrived around the expected time.,the portion size was reasonable the order arrived around the expected time,"['the', 'portion', 'size', 'was', 'reasonable', 'the', 'order', 'arrived', 'around', 'the', 'expected', 'time']","['portion', 'size', 'reasonable', 'order', 'arrived', 'around', 'expected', 'time']","['portion', 'size', 'reasonable', 'order', 'arrived', 'around', 'expected', 'time']",portion size reasonable order arrived around expected time
REV_003889,ORD_000656,CUST_00422,REST_0117,3,The portion size was reasonable. Packaging was acceptable.,Neutral,58,the portion size was reasonable. packaging was acceptable.,the portion size was reasonable packaging was acceptable,"['the', 'portion', 'size', 'was', 'reasonable', 'packaging', 'was', 'acceptable']","['portion', 'size', 'reasonable', 'packaging', 'acceptable']","['portion', 'size', 'reasonable', 'packaging', 'acceptable']",portion size reasonable packaging acceptable
REV_003890,ORD_008336,CUST_01081,REST_0036,4,The meal was flavorful and satisfying. The packaging was neat.,Positive,62,the meal was flavorful and satisfying. the packaging was neat.,the meal was flavorful and satisfying the packaging was neat,"['the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'the', 'packaging', 'was', 'neat']","['meal', 'flavorful', 'satisfying', 'packaging', 'neat']","['meal', 'flavorful', 'satisfying', 'packaging', 'neat']",meal flavorful satisfying packaging neat
REV_003891,ORD_005551,CUST_00129,REST_0086,4,The food was delicious. The food was fresh and tasty. The driver delivered the order quickly.,Positive,93,the food was delicious. the food was fresh and tasty. the driver delivered the order quickly.,the food was delicious the food was fresh and tasty the driver delivered the order quickly,"['the', 'food', 'was', 'delicious', 'the', 'food', 'was', 'fresh', 'and', 'tasty', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['food', 'delicious', 'food', 'fresh', 'tasty', 'driver', 'delivered', 'order', 'quickly']","['food', 'delicious', 'food', 'fresh', 'tasty', 'driver', 'delivered', 'order', 'quickly']",food delicious food fresh tasty driver delivered order quickly
REV_003892,ORD_006523,CUST_00312,REST_0072,3,The meal was fine. Delivery was neither fast nor slow.,Neutral,54,the meal was fine. delivery was neither fast nor slow.,the meal was fine delivery was neither fast nor slow,"['the', 'meal', 'was', 'fine', 'delivery', 'was', 'neither', 'fast', 'nor', 'slow']","['meal', 'fine', 'delivery', 'neither', 'fast', 'slow']","['meal', 'fine', 'delivery', 'neither', 'fast', 'slow']",meal fine delivery neither fast slow
REV_003893,ORD_001598,CUST_01256,REST_0194,4,Really enjoyed the meal. The food arrived hot and fresh. The driver delivered the order quickly.,Positive,96,really enjoyed the meal. the food arrived hot and fresh. the driver delivered the order quickly.,really enjoyed the meal the food arrived hot and fresh the driver delivered the order quickly,"['really', 'enjoyed', 'the', 'meal', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['really', 'enjoyed', 'meal', 'food', 'arrived', 'hot', 'fresh', 'driver', 'delivered', 'order', 'quickly']","['really', 'enjoyed', 'meal', 'food', 'arrived', 'hot', 'fresh', 'driver', 'delivered', 'order', 'quickly']",really enjoyed meal food arrived hot fresh driver delivered order quickly
REV_003894,ORD_008204,CUST_01250,REST_0104,4,The food was delicious. The food arrived hot and fresh. Everything arrived in good condition.,Positive,93,the food was delicious. the food arrived hot and fresh. everything arrived in good condition.,the food was delicious the food arrived hot and fresh everything arrived in good condition,"['the', 'food', 'was', 'delicious', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'everything', 'arrived', 'in', 'good', 'condition']","['food', 'delicious', 'food', 'arrived', 'hot', 'fresh', 'everything', 'arrived', 'good', 'condition']","['food', 'delicious', 'food', 'arrived', 'hot', 'fresh', 'everything', 'arrived', 'good', 'condition']",food delicious food arrived hot fresh everything arrived good condition
REV_003895,ORD_002154,CUST_00997,REST_0007,4,The meal was excellent.,Positive,23,the meal was excellent.,the meal was excellent,"['the', 'meal', 'was', 'excellent']","['meal', 'excellent']","['meal', 'excellent']",meal excellent
REV_003896,ORD_006972,CUST_00008,REST_0188,4,The meal was flavorful and satisfying. Everything was packed properly.,Positive,70,the meal was flavorful and satisfying. everything was packed properly.,the meal was flavorful and satisfying everything was packed properly,"['the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'everything', 'was', 'packed', 'properly']","['meal', 'flavorful', 'satisfying', 'everything', 'packed', 'properly']","['meal', 'flavorful', 'satisfying', 'everything', 'packed', 'properly']",meal flavorful satisfying everything packed properly
REV_003897,ORD_000964,CUST_01336,REST_0081,4,The meal was excellent. Everything tasted fresh. The delivery was faster than expected.,Positive,87,the meal was excellent. everything tasted fresh. the delivery was faster than expected.,the meal was excellent everything tasted fresh the delivery was faster than expected,"['the', 'meal', 'was', 'excellent', 'everything', 'tasted', 'fresh', 'the', 'delivery', 'was', 'faster', 'than', 'expected']","['meal', 'excellent', 'everything', 'tasted', 'fresh', 'delivery', 'faster', 'expected']","['meal', 'excellent', 'everything', 'tasted', 'fresh', 'delivery', 'faster', 'expected']",meal excellent everything tasted fresh delivery faster expected
REV_003898,ORD_004545,CUST_01133,REST_0165,4,Really enjoyed the meal. The meal was flavorful and satisfying. The order arrived on time.,Positive,90,really enjoyed the meal. the meal was flavorful and satisfying. the order arrived on time.,really enjoyed the meal the meal was flavorful and satisfying the order arrived on time,"['really', 'enjoyed', 'the', 'meal', 'the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'the', 'order', 'arrived', 'on', 'time']","['really', 'enjoyed', 'meal', 'meal', 'flavorful', 'satisfying', 'order', 'arrived', 'time']","['really', 'enjoyed', 'meal', 'meal', 'flavorful', 'satisfying', 'order', 'arrived', 'time']",really enjoyed meal meal flavorful satisfying order arrived time
REV_003899,ORD_009281,CUST_01123,REST_0017,4,The meal was flavorful and satisfying. Delivery was quick.,Positive,58,the meal was flavorful and satisfying. delivery was quick.,the meal was flavorful and satisfying delivery was quick,"['the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'delivery', 'was', 'quick']","['meal', 'flavorful', 'satisfying', 'delivery', 'quick']","['meal', 'flavorful', 'satisfying', 'delivery', 'quick']",meal flavorful satisfying delivery quick
REV_003900,ORD_000913,CUST_01446,REST_0116,4,Really good experience. The meal was flavorful and satisfying. Everything arrived in good condition.,Positive,100,really good experience. the meal was flavorful and satisfying. everything arrived in good condition.,really good experience the meal was flavorful and satisfying everything arrived in good condition,"['really', 'good', 'experience', 'the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'everything', 'arrived', 'in', 'good', 'condition']","['really', 'good', 'experience', 'meal', 'flavorful', 'satisfying', 'everything', 'arrived', 'good', 'condition']","['really', 'good', 'experience', 'meal', 'flavorful', 'satisfying', 'everything', 'arrived', 'good', 'condition']",really good experience meal flavorful satisfying everything arrived good condition
REV_003901,ORD_002344,CUST_01281,REST_0164,3,The meal was fine. Packaging was acceptable.,Neutral,44,the meal was fine. packaging was acceptable.,the meal was fine packaging was acceptable,"['the', 'meal', 'was', 'fine', 'packaging', 'was', 'acceptable']","['meal', 'fine', 'packaging', 'acceptable']","['meal', 'fine', 'packaging', 'acceptable']",meal fine packaging acceptable
REV_003902,ORD_007492,CUST_00807,REST_0124,4,Really good experience. Everything tasted fresh. The delivery was smooth.,Positive,73,really good experience. everything tasted fresh. the delivery was smooth.,really good experience everything tasted fresh the delivery was smooth,"['really', 'good', 'experience', 'everything', 'tasted', 'fresh', 'the', 'delivery', 'was', 'smooth']","['really', 'good', 'experience', 'everything', 'tasted', 'fresh', 'delivery', 'smooth']","['really', 'good', 'experience', 'everything', 'tasted', 'fresh', 'delivery', 'smooth']",really good experience everything tasted fresh delivery smooth
REV_003903,ORD_009777,CUST_00457,REST_0188,5,Really good experience. The portion size was good. The order arrived on time.,Positive,77,really good experience. the portion size was good. the order arrived on time.,really good experience the portion size was good the order arrived on time,"['really', 'good', 'experience', 'the', 'portion', 'size', 'was', 'good', 'the', 'order', 'arrived', 'on', 'time']","['really', 'good', 'experience', 'portion', 'size', 'good', 'order', 'arrived', 'time']","['really', 'good', 'experience', 'portion', 'size', 'good', 'order', 'arrived', 'time']",really good experience portion size good order arrived time
REV_003904,ORD_002256,CUST_01103,REST_0044,4,Really good experience. The food arrived hot and fresh. The order arrived without any issues.,Positive,93,really good experience. the food arrived hot and fresh. the order arrived without any issues.,really good experience the food arrived hot and fresh the order arrived without any issues,"['really', 'good', 'experience', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['really', 'good', 'experience', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'without', 'issues']","['really', 'good', 'experience', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'without', 'issue']",really good experience food arrived hot fresh order arrived without issue
REV_003905,ORD_008830,CUST_01374,REST_0091,4,The food quality was excellent. The order arrived on time.,Positive,58,the food quality was excellent. the order arrived on time.,the food quality was excellent the order arrived on time,"['the', 'food', 'quality', 'was', 'excellent', 'the', 'order', 'arrived', 'on', 'time']","['food', 'quality', 'excellent', 'order', 'arrived', 'time']","['food', 'quality', 'excellent', 'order', 'arrived', 'time']",food quality excellent order arrived time
REV_003906,ORD_005869,CUST_00889,REST_0056,4,Loved the overall experience. The food quality was excellent. The order arrived without any issues.,Positive,99,loved the overall experience. the food quality was excellent. the order arrived without any issues.,loved the overall experience the food quality was excellent the order arrived without any issues,"['loved', 'the', 'overall', 'experience', 'the', 'food', 'quality', 'was', 'excellent', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['loved', 'overall', 'experience', 'food', 'quality', 'excellent', 'order', 'arrived', 'without', 'issues']","['loved', 'overall', 'experience', 'food', 'quality', 'excellent', 'order', 'arrived', 'without', 'issue']",loved overall experience food quality excellent order arrived without issue
REV_003907,ORD_006175,CUST_00228,REST_0157,3,The experience was average.,Neutral,27,the experience was average.,the experience was average,"['the', 'experience', 'was', 'average']","['experience', 'average']","['experience', 'average']",experience average
REV_003908,ORD_003823,CUST_01069,REST_0112,5,Great food and service. The food was fresh and tasty. The driver delivered the order quickly.,Positive,93,great food and service. the food was fresh and tasty. the driver delivered the order quickly.,great food and service the food was fresh and tasty the driver delivered the order quickly,"['great', 'food', 'and', 'service', 'the', 'food', 'was', 'fresh', 'and', 'tasty', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['great', 'food', 'service', 'food', 'fresh', 'tasty', 'driver', 'delivered', 'order', 'quickly']","['great', 'food', 'service', 'food', 'fresh', 'tasty', 'driver', 'delivered', 'order', 'quickly']",great food service food fresh tasty driver delivered order quickly
REV_003909,ORD_005299,CUST_00309,REST_0182,4,Really enjoyed the meal. The portion size was good. The delivery was smooth.,Positive,76,really enjoyed the meal. the portion size was good. the delivery was smooth.,really enjoyed the meal the portion size was good the delivery was smooth,"['really', 'enjoyed', 'the', 'meal', 'the', 'portion', 'size', 'was', 'good', 'the', 'delivery', 'was', 'smooth']","['really', 'enjoyed', 'meal', 'portion', 'size', 'good', 'delivery', 'smooth']","['really', 'enjoyed', 'meal', 'portion', 'size', 'good', 'delivery', 'smooth']",really enjoyed meal portion size good delivery smooth
REV_003910,ORD_003049,CUST_00592,REST_0111,3,Nothing particularly stood out. The food was neither great nor bad. Delivery was neither fast nor slow.,Neutral,103,nothing particularly stood out. the food was neither great nor bad. delivery was neither fast nor slow.,nothing particularly stood out the food was neither great nor bad delivery was neither fast nor slow,"['nothing', 'particularly', 'stood', 'out', 'the', 'food', 'was', 'neither', 'great', 'nor', 'bad', 'delivery', 'was', 'neither', 'fast', 'nor', 'slow']","['nothing', 'particularly', 'stood', 'food', 'neither', 'great', 'bad', 'delivery', 'neither', 'fast', 'slow']","['nothing', 'particularly', 'stood', 'food', 'neither', 'great', 'bad', 'delivery', 'neither', 'fast', 'slow']",nothing particularly stood food neither great bad delivery neither fast slow
REV_003911,ORD_006581,CUST_00208,REST_0032,3,The experience was acceptable. The food quality was average. The delivery was okay.,Neutral,83,the experience was acceptable. the food quality was average. the delivery was okay.,the experience was acceptable the food quality was average the delivery was okay,"['the', 'experience', 'was', 'acceptable', 'the', 'food', 'quality', 'was', 'average', 'the', 'delivery', 'was', 'okay']","['experience', 'acceptable', 'food', 'quality', 'average', 'delivery', 'okay']","['experience', 'acceptable', 'food', 'quality', 'average', 'delivery', 'okay']",experience acceptable food quality average delivery okay
REV_003912,ORD_000634,CUST_00938,REST_0054,5,Really good experience. The food arrived hot and fresh. Delivery was quick.,Positive,75,really good experience. the food arrived hot and fresh. delivery was quick.,really good experience the food arrived hot and fresh delivery was quick,"['really', 'good', 'experience', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'delivery', 'was', 'quick']","['really', 'good', 'experience', 'food', 'arrived', 'hot', 'fresh', 'delivery', 'quick']","['really', 'good', 'experience', 'food', 'arrived', 'hot', 'fresh', 'delivery', 'quick']",really good experience food arrived hot fresh delivery quick
REV_003913,ORD_003553,CUST_00001,REST_0090,5,The meal was excellent.,Positive,23,the meal was excellent.,the meal was excellent,"['the', 'meal', 'was', 'excellent']","['meal', 'excellent']","['meal', 'excellent']",meal excellent
REV_003914,ORD_009213,CUST_00867,REST_0168,4,Really enjoyed the meal.,Positive,24,really enjoyed the meal.,really enjoyed the meal,"['really', 'enjoyed', 'the', 'meal']","['really', 'enjoyed', 'meal']","['really', 'enjoyed', 'meal']",really enjoyed meal
REV_003915,ORD_001374,CUST_00364,REST_0200,5,The food was delicious.,Positive,23,the food was delicious.,the food was delicious,"['the', 'food', 'was', 'delicious']","['food', 'delicious']","['food', 'delicious']",food delicious
REV_003916,ORD_008498,CUST_00371,REST_0193,3,It was an average order. The meal was fine. The order arrived around the expected time.,Neutral,87,it was an average order. the meal was fine. the order arrived around the expected time.,it was an average order the meal was fine the order arrived around the expected time,"['it', 'was', 'an', 'average', 'order', 'the', 'meal', 'was', 'fine', 'the', 'order', 'arrived', 'around', 'the', 'expected', 'time']","['average', 'order', 'meal', 'fine', 'order', 'arrived', 'around', 'expected', 'time']","['average', 'order', 'meal', 'fine', 'order', 'arrived', 'around', 'expected', 'time']",average order meal fine order arrived around expected time
REV_003917,ORD_004665,CUST_00134,REST_0078,3,The order was satisfactory. The food was neither great nor bad. The delivery was okay.,Neutral,86,the order was satisfactory. the food was neither great nor bad. the delivery was okay.,the order was satisfactory the food was neither great nor bad the delivery was okay,"['the', 'order', 'was', 'satisfactory', 'the', 'food', 'was', 'neither', 'great', 'nor', 'bad', 'the', 'delivery', 'was', 'okay']","['order', 'satisfactory', 'food', 'neither', 'great', 'bad', 'delivery', 'okay']","['order', 'satisfactory', 'food', 'neither', 'great', 'bad', 'delivery', 'okay']",order satisfactory food neither great bad delivery okay
REV_003918,ORD_005111,CUST_00173,REST_0127,4,Loved the overall experience. The food quality was excellent. The driver delivered the order quickly.,Positive,101,loved the overall experience. the food quality was excellent. the driver delivered the order quickly.,loved the overall experience the food quality was excellent the driver delivered the order quickly,"['loved', 'the', 'overall', 'experience', 'the', 'food', 'quality', 'was', 'excellent', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['loved', 'overall', 'experience', 'food', 'quality', 'excellent', 'driver', 'delivered', 'order', 'quickly']","['loved', 'overall', 'experience', 'food', 'quality', 'excellent', 'driver', 'delivered', 'order', 'quickly']",loved overall experience food quality excellent driver delivered order quickly
